Gene	O1_E_1cm	O1_E_5cm	O1_K_1	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O1_S_1	O1_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O1_Tg_F_Th	O2_E_1cm	O2_E_5cm	O2_K_1	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	O2_S_1	O2_S_3	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	O2_Tg_TR	Y1_E_1cm	Y1_E_5cm	Y1_K_1	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y1_S_1	Y1_S_3	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y1_Th_TG_f	Y2_E_1cm	Y2_E_5cm	Y2_K_1	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm	Y2_S_1	Y2_S_3	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	Y2_Tg_TR
UniRef90_A0A174QUU6	0	0	0	1.17974	1.4571	1.38351	1.09148	1.43527	0.93501	1.55265	0	3.82176	0	3.73415	0	0	0	0	0	0	0	5.13481	3.76028	3.99307	4.88654	4.06119	0.201029	0.142974	0	0	3.62802	0	0	0	0	0	0	0.105508	0.261583	3.68025	0.694543	0.455024	0.470823	0.140912	0	3.49922	0	0	0	0	0	0	0	0	2.36223	1.90804	3.78894	2.2523	1.13787	1.80169	1.77814	2.62379	0	3.30772	0	0	0	0	0	0
UniRef90_A0A174QV14	0	0	0	17.5897	12.2238	13.2025	13.7038	18.0213	16.5403	18.1321	23.23	0	37.998	0	24.3023	0	0	0	0	0	0	20.5925	13.2964	15.4775	20.39	14.5493	1.97574	0.626048	7.51528	11.5639	0	0	0	0	0	0	0	0.765781	1.94214	16.5265	2.43746	2.57554	2.64746	1.36619	0	10.6462	0	0	0	0	0	0	0	0	29.7266	22.1128	41.1579	21.2901	14.5891	20.5388	20.904	5.78477	3.5847	4.65291	12.5398	34.0326	6.39828	0	0	0
UniRef90_A0A174QVD7	0	0	0	16.3618	9.49057	9.2946	9.11356	13.9253	9.80676	10.4118	0	0	51.9415	0	205.219	0	0	0	0	0	0	20.084	11.6977	19.094	18.9721	15.5059	4.28192	0.751771	0	0	0	0	0	0	0	0	0	4.49465	3.84257	28.1153	2.30673	4.12304	2.5026	0.776326	0	44.409	0	0	0	0	0	0	0	0	6.97988	1.42694	18.0764	3.78476	2.89647	7.88125	3.91893	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QVZ7	0	0	0	0.888695	0.324336	0.450395	0.555839	0.967871	0.755869	0.745856	0	0	0	0	0	0	0	0	0	0	0	0.260452	0.17988	0.400204	0.332944	0.30158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963541	0.0635464	0	0.12924	0	0	0.655386	0	0	0	0	0	0	0	0	0.238737	0.169874	0.50625	0.0469509	0	0.0767614	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QW08	0	0	54.2165	42.1659	34.4858	57.3	39.6633	45.4122	47.1876	44.4712	48.8118	0	29.0568	58.259	44.9585	0	0	0	19.2055	0	0	65.9178	50.8808	56.3449	73.6673	58.5995	12.7801	3.38385	11.1555	24.5994	32.1987	0	0	0	0	0	0	2.59068	3.43328	30.8746	5.27961	6.61928	7.2747	5.45211	0	20.3391	37.7275	0	0	0	58.1415	0	0	24.8699	41.0065	30.7565	50.2343	28.2771	22.3361	27.9276	30.8867	23.3786	18.4857	22.6351	49.6368	71.6885	37.5137	0	0	0
UniRef90_A0A174QW35	0	0	0	0.5278	0.542512	1.27854	0.177806	0.641718	0.414707	0.818348	0	0	0	0	0	0	0	0	0	0	0	1.44978	0.881549	0.928672	1.09368	0.944104	0	0	0	0	0	0	0	0	0	0	0	0.234097	0.239644	5.56369	0.248036	0.722007	0	0.215156	0	8.18599	0	0	0	0	0	0	0	0	0.623513	0	2.9145	0.976713	0	0	1.26417	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QW60	0	0	13.2856	9.93738	6.98561	10.7527	8.00133	10.532	9.93376	10.7795	13.3987	0	7.18919	12.2076	12.8752	0	0	0	0	0	0	23.9197	16.7057	19.7651	21.9298	18.5567	2.85052	1.16088	13.1908	5.07421	6.97451	0	0	0	0	0	0	0.670785	1.66062	11.2417	1.8964	2.07696	2.00064	1.55039	0	8.02997	0	0	0	0	8.26384	0	0	0	8.449	7.1404	11.4903	7.21893	4.87623	7.06879	7.2003	4.30229	5.50537	2.79518	14.6732	4.53086	4.67496	0	0	0
UniRef90_A0A174QWQ1	0	0	0	0.69513	0.824582	0.24745	0.418696	0.938776	1.03448	0.824215	0	0	0	0	0	0	0	0	0	0	0	1.9947	0.564146	0.373902	1.19847	1.02039	0.138573	0.0722857	0	0	0	0	0	0	0	0	0	0	0.0721259	1.92119	0.149303	0.144869	0.340088	0	0	1.61637	0	0	0	0	0	0	0	0	1.03705	0.550732	2.09926	0.574036	0.421816	0.95061	0.925321	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QWQ5	0	0	0	3.26841	2.45267	3.81789	2.49612	2.70135	2.75876	2.95643	0	0	0	0	0	0	0	0	0	0	0	4.00925	3.19368	3.66056	3.85162	3.67997	0.275126	0.0872461	0	0	0	0	0	0	0	0	0	0.38789	1.04511	7.38449	1.55649	1.9236	1.57923	1.05008	0	6.6252	0	0	0	0	0	0	0	0	2.47932	1.49001	3.5091	1.47249	0.994233	1.33714	1.74785	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QWU8	0	0	0	2.85772	1.40564	1.60533	2.56543	4.77705	2.84026	4.25242	0	0	0	0	11.9314	0	0	0	0	0	0	7.1438	4.76535	3.88804	4.18585	4.01477	0.829829	0.17483	0	0	0	0	0	0	0	0	0	0.522634	0.691067	7.8842	0.536449	2.02763	1.09975	0.465338	0	8.85229	0	0	0	0	0	0	0	0	5.91876	3.26987	10.1376	2.4645	0.934833	3.7938	4.2531	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QWZ7	0	0	0	0.11482	0	0.0825724	0	0	0.128636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QXB9	0	0	0	7.33325	4.17269	4.56235	5.56014	8.28825	7.77461	7.63957	0	0	0	11.1491	4.31133	0	0	0	0	0	0	12.4368	8.45011	10.4476	10.9576	9.1178	1.13418	0.150732	9.03768	15.6707	0	0	0	0	0	0	0	0.440924	0.831775	8.96826	0.932855	1.02011	0.80428	0.304822	0	8.48008	0	0	0	0	0	0	0	0	13.2574	8.47413	17.9081	8.49713	5.37749	10.1494	9.11442	0	0	0	6.60519	0	0	0	0	0
UniRef90_A0A174QXE7	0	0	17.7005	3.60576	4.05643	2.55477	4.25671	3.5188	5.69286	4.85536	0	0	0	8.12654	7.89306	0	0	0	0	0	0	12.6544	10.1625	10.0805	12.28	8.78661	1.11046	0.231314	0	0	19.4096	0	0	0	0	0	0	0.327154	0.384175	4.9626	0.477038	0.419705	0.381858	0.359146	0	5.36439	0	0	0	0	0	0	0	0	4.05422	2.61019	6.01243	2.89371	1.92517	3.37604	2.9058	2.86599	2.61959	1.86202	12.2183	0	0	0	0	0
UniRef90_A0A174QXH1	0	0	0	0	0	0	0.0640928	0	0	0.115313	0	0	0	0	0	0	0	0	0	0	0	0	0.0854001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QXH8	0	0	0	2.33904	0.992609	0.96792	2.17331	2.79858	1.65669	2.45155	4.60082	0	0	0	0	0	0	0	0	0	0	2.35486	1.93507	2.20375	3.07314	1.98238	0.367862	0	0	0	0	0	0	0	0	0	0	0.0772277	0	2.60452	0.0792692	0.230744	0.129	0.0687613	0	1.30807	0	0	0	0	0	0	0	6.86067	1.57651	0.968427	2.39377	1.48269	0.522559	0.864706	0.861129	0	3.51079	2.49549	0	13.4836	2.08878	0	0	0
UniRef90_A0A174QXL3	0	0	9.0593	6.47352	7.01865	12.9089	5.67428	6.78838	7.82211	8.07273	10.542	0	0	12.5256	0	0	0	0	0	0	0	11.5242	7.42958	7.11186	9.55007	7.91778	0.786265	0.21405	0	2.47147	0	0	0	0	0	0	0	0.294925	0.233526	3.84646	0.341166	0.1701	0.528802	0.310234	0	2.99723	0	0	0	0	0	0	0	18.7993	1.09003	0.529686	0.711414	0.596026	0.0570171	0.292539	0.409488	2.93369	0	0	0	10.2985	0	0	0	0
UniRef90_A0A174QXP0	0	0	0	14.9935	8.96013	3.68951	7.65058	15.6493	12.3161	13.8074	0	17.5061	0	31.2448	23.9854	0	0	0	0	0	0	15.0007	10.6082	12.6762	13.355	8.55971	1.92176	0.555935	0	23.8168	0	0	0	0	0	0	0	1.20824	1.81017	15.966	1.81635	2.23875	3.68296	2.87363	0	16.372	0	0	0	0	0	0	0	0	15.5056	8.87848	20.289	6.03784	5.98836	7.94485	9.96572	0	10.9854	5.90396	0	21.0953	0	0	0	0
UniRef90_A0A174QXR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01653	1.87712	2.27664	2.14742	1.72513	0.158004	0.0554812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214329	0	0.81181	0	0.102778	0.247591	0.0964067	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QYB7	0	0	0	0	0.0667376	0.0777152	0.0648468	0	0.151246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38328	0	0	0	0	0	0	0	0
UniRef90_A0A174QYK7	0	0	0	6.09119	3.89466	3.84028	4.47517	6.53159	5.77767	5.37198	4.69768	0	0	0	0	0	0	0	0	0	0	5.9612	4.21842	5.6171	6.20517	4.41669	0.704924	0.276968	0	0	0	0	0	0	0	0	0	0.423323	1.15999	6.55459	1.29239	1.70738	1.30656	0.886112	0	4.33898	0	0	0	0	0	0	0	0	4.53537	2.65319	5.56867	3.01786	2.048	3.08073	3.35165	0	0	5.09605	0	0	0	0	0	0
UniRef90_A0A174QYP1	0	0	0	6.28718	0	0	0.919072	1.02017	0.247229	0.711963	0	0	0	0	0	0	0	0	0	0	0	3.31853	1.72012	0	0.193737	0.385095	0	0.469857	0	0	0	0	0	0	0	0	0	0	0	0.835869	0	0	0	0	0	3.02102	0	0	0	0	0	0	0	0	4.57544	3.2899	0	0	1.00262	0	2.30108	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QYY9	0	0	0	3.31138	1.98816	1.72274	1.77863	3.49412	2.62479	2.70619	0	0	0	0	0	0	0	0	0	0	0	3.74052	1.99299	2.6228	3.51301	2.18043	0.304482	0.345408	0	0	0	0	0	0	0	0	0	0.344185	0.315704	4.51836	0.477972	0.556804	0.705698	0.320506	0	5.78371	0	0	0	0	0	0	0	0	3.48224	1.74682	3.71397	2.11561	1.20671	2.23787	2.1273	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QZ28	265.569	0	0	4.36315	3.36358	4.1874	4.26761	5.30487	3.21398	4.86253	0	0	0	0	0	0	0	0	0	0	0	1.25562	1.18928	2.72561	2.19569	2.92672	0.713653	0	0	0	0	0	0	0	0	0	0	1.49822	0.904396	6.53936	0.768911	0.621728	0	0	0	6.34414	0	0	0	0	0	0	0	0	4.22372	0.173825	5.96953	4.05044	0.181029	2.02596	1.40837	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QZC0	0	0	33.8392	5.60976	3.6355	2.09095	4.53928	6.43605	5.35988	9.36223	13.1259	0	0	0	0	0	0	0	36.1515	0	0	8.85441	5.21873	6.40183	9.09404	6.5688	1.66719	0.442218	0	0	0	0	0	0	0	0	0	0.881305	2.18499	20.0555	2.03574	1.19699	2.26256	0.482477	0	13.0615	0	0	0	0	0	0	0	0	4.79452	1.97853	9.71406	0.222633	0.638927	2.95895	3.45788	10.9582	0	0	0	0	5.95918	0	0	0
UniRef90_A0A174QZR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5938	2.49549	2.63405	2.29356	2.24641	0.23966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168286	0.139449	0.385286	0.275513	0.0540386	0.165944	0.146229	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QZW6	0	0	0	1.86198	1.40435	0.922759	1.29785	2.32829	2.10206	2.14304	3.25752	0	0	0	2.24693	0	0	0	0	0	0	4.93511	2.86577	4.15747	5.1295	3.30302	0.551143	0.163759	0	0	4.51252	0	0	0	0	0	0	0.338807	0.552265	6.5908	0.693676	0.802222	0.865228	0.525798	0	6.76145	0	0	0	0	0	0	0	0	1.49984	0.727039	2.79922	0.768828	0.337246	0.776617	0.846053	0	0	1.4135	0	0	0	0	0	0
UniRef90_A0A174R009	0	0	0	1.97015	1.11811	0.583276	1.42151	1.53866	1.75642	1.80757	0	0	0	0	0	0	0	0	0	0	0	1.34225	0.79312	0.920532	1.06108	0.817721	0.0866785	0	0	0	0	0	0	0	0	0	0	0.294829	0.386363	6.66595	0.46695	0.934351	0.541151	0.135017	0	6.67701	0	0	0	0	0	0	0	0	1.90195	0.535877	3.46934	1.3432	0.205216	0.721992	0.925523	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R0Q4	0	0	0	0.779134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21947	0	0	0	0	0	0	0	0	0	0	0	0.535078	0	0.696558	0	0	0	0.952835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163289	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R0S6	0	0	0	5.29249	1.83186	1.97936	4.20379	5.25771	4.82979	4.97523	5.1893	0	0	0	0	0	0	0	0	0	0	5.10831	2.73786	3.60604	5.13742	3.62656	0.559412	0.131123	0	0	0	0	0	0	0	0	0	0.25579	0.377012	5.79857	0.575213	0.47714	1.10255	0.148096	0	8.85229	0	0	0	0	0	0	0	0	2.79149	0.731062	4.06189	1.62833	0.336799	1.46857	0.872103	4.33231	0	0	0	0	3.53393	0	0	0
UniRef90_A0A174R0T2	26.5569	0	11.5053	6.961	2.92904	3.00599	3.21802	5.86646	7.25465	6.8017	0	0	0	10.605	5.13049	0	0	0	0	0	0	5.95593	3.2287	4.18967	6.87593	3.74312	1.14791	0.150354	0	0	0	0	0	0	0	0	0	1.04162	0.721671	8.77699	0.981892	0.969896	0.861104	0.200095	0	5.70973	0	0	0	0	0	0	0	0	3.35626	1.1811	4.56687	1.43837	0.506882	1.4118	1.33501	7.45157	6.81093	0	0	0	4.05224	0	0	0
UniRef90_A0A174R1F5	0	0	0	0.111305	0	0	0.297505	0	0.131183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261429	0	0	0.08608	0.0751214	0	0	0	0	0	0	0	0	0	0	0.152879	0	0.191263	0	0	0.0665585	0	0	0	0	0	0	0	0	0	0	0	0.186557	0	0.410081	0.443832	0	0.074305	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R1H3	0	0	0	3.78436	3.089	1.58948	2.80341	5.35674	3.3503	3.62001	0	0	0	0	0	0	0	0	0	0	0	3.8746	3.20407	3.06849	4.53764	2.5053	0.43693	0.460268	0	0	0	0	0	0	0	0	0	0.152879	0.606446	2.93554	0.313841	0.60904	1.32729	0	0	2.58945	0	0	0	0	0	0	0	0	3.22388	1.83048	5.3015	2.15963	0.796365	2.94113	3.42175	0	6.94992	0	0	0	4.13494	0	0	0
UniRef90_A0A174R1I6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107016	0	0.111947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R1K8	0	0	0	1.92222	1.61915	0.77849	1.37799	2.80069	2.10886	2.31444	0	0	0	0	0	0	0	0	0	0	0	0.282662	0.32025	0.224913	0	0.114325	0.111508	0	0	0	0	0	0	0	0	0	0	0.117048	0.348233	5.32833	0.240285	0.349722	0.293273	0.208433	0	6.9389	0	0	0	0	0	0	0	0	1.4094	0.671934	2.53991	1.30101	0.33943	0.69661	1.22467	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R254	0	0	0	0.243553	0.105355	0.297959	0.144294	0.186967	0.24163	0.143035	0	0	0	0	0	0	0	0	0	0	0	2.47001	2.01885	2.38339	2.76389	1.68764	0.389021	0.014131	0	0	0	0	0	0	0	0	0	0	0	0.0470692	0	0	0	0	0	0	0	0	0	0	0	0	0	7.47968	6.51979	5.07238	7.88284	5.04501	3.95814	4.24907	4.66326	0	0	3.60548	0	0	0	0	0	0
UniRef90_A0A174R2N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R2N6	0	0	0	11.6348	7.2107	5.05715	6.38817	15.7032	14.3481	10.0646	0	0	0	10.8214	10.4704	0	0	0	0	0	0	10.9328	7.42819	13.892	11.2777	9.83812	1.45352	0.460268	14.5704	12.8113	0	0	0	0	0	0	0	1.43665	1.17992	14.8749	1.35654	1.70169	3.8254	0.677874	0	20.1272	0	0	0	0	37.9699	0	0	0	10.3362	6.61844	20.1873	9.68946	3.41046	8.08806	8.0777	7.60365	0	0	16.2079	0	4.13494	0	0	0
UniRef90_A0A174R376	0	0	0	7.65186	4.1351	3.29362	5.48152	8.3698	7.52052	7.87139	0	0	3.72443	5.25212	0	0	0	0	0	0	0	9.17016	5.31811	7.38866	9.03813	6.31211	1.04528	0.285896	3.93514	3.27967	5.96224	0	0	0	0	0	0	0.623157	0.929039	10.5212	1.08871	1.47885	1.57179	0.558723	0	10.4523	0	0	0	0	0	0	0	0	8.51648	4.2872	12.8777	5.34238	2.24268	4.72343	5.85632	5.95962	2.81123	2.00067	0	0	4.01192	0	0	0
UniRef90_A0A174R3E9	0	0	0	7.79134	1.6017	1.88737	5.16551	0.947298	2.68692	6.3422	0	0	0	0	0	0	0	0	0	0	0	3.87651	0.414061	1.9878	0	3.21618	0	1.07396	0	0	0	0	0	0	0	0	0	1.07016	0	4.47787	0	0	2.7994	0	0	9.06306	0	0	0	0	0	0	0	0	5.13007	0.679497	3.63406	6.48817	0	3.1845	0.933079	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R3G2	0	0	19.0171	11.6031	5.58638	4.26534	8.83306	11.6201	12.1721	10.8288	36.8826	0	0	16.0285	12.1979	0	0	0	0	12.8397	6.03611	12.1418	8.95475	8.90447	12.1794	9.74857	0.988258	0.745049	0	2.59402	8.51535	0	0	0	0	0	0	0.619098	0.852807	13.6398	1.63052	1.90784	2.7113	1.30337	0	12.5522	0	0	0	0	0	0	0	0	10.6791	7.28741	20.0204	5.35171	3.17219	6.64857	8.43169	6.15833	2.81443	0	13.1271	5.40458	0	0	0	0
UniRef90_A0A174R3R8	0	0	0	0	0	0	0	0	0.650448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130605	0.334309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R430	0	0	15.2388	11.4738	5.9729	5.17933	6.12599	9.10278	9.07169	8.60464	11.822	10.7819	13.7367	14.0463	6.79535	0	0	0	0	0	9.67377	16.223	9.89588	13.7616	15.101	10.8322	1.73859	0.298389	0	14.5506	17.0365	0	0	0	0	0	0	0.198439	0.193172	3.63687	0.560134	0.48412	1.17535	0.0883423	0	1.68057	0	0	0	0	0	0	0	0	22.7928	17.3856	28.8671	14.8543	10.7163	15.1212	13.575	0	0	15.4396	20.5342	8.66165	2.35486	0	0	0
UniRef90_A0A174R4A7	0	0	0	0.345298	0	0	0.717352	0.138148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476063	0	0.353894	0.218735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.438877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62059	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R4E4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180074	0.70592	3.27788	0.327421	0.447005	0.481269	0.501843	0	4.51436	0	0	0	0	0	0	0	0	0.123903	0.212894	0.54569	0.291311	0.0696267	0.0712762	0.120864	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R4H3	0	0	0	0.110553	0.0378781	0.258966	0.0744862	0	0.0868643	0.0857054	0	0	0	0	0	0	0	0	0	0	0	4.65875	3.2136	3.75484	3.36275	3.03415	0.0964396	0.0507953	0	0	0	0	0	0	0	0	0	0	0.100055	0.498478	0.103907	0	0.126821	0	0	0.857316	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100412	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R4H4	0	0	0	0.0839708	0	0.0600527	0.256123	0.086118	0.0845784	0.08345	0	0	0	0	0	0	0	0	0	0	0	0.664143	0.34071	0.307514	0.331285	0.774151	0.14756	0.0989172	0	0	0	0	0	0	0	0	0	0	0	0.27091	0	0	0	0.0877611	0	0	0	0	0	0	0	0	0	0	0	0.272196	0.542468	0.151092	0	0.19554	0.183098	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R4U9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R4V5	0	0	0	0.229697	0.0761679	0.186965	0.140766	0.233806	0.190096	0.257918	0	0	0	0	0	0	0	0	0	0	0	2.02125	1.37742	1.6851	2.39607	1.5048	0.0581782	0	0	1.69238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24858	4.00196	4.75425	3.6924	2.66418	4.19919	3.30028	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R591	32.3865	0	14.0309	11.1027	5.1755	3.98732	6.76532	10.569	9.5831	8.94646	24.7649	0	0	6.46645	12.5134	0	0	0	0	0	8.90695	9.94121	5.92772	8.94555	9.47741	7.77175	0.688811	0.445027	0	9.69367	0	0	0	0	0	0	0	0.730838	1.31568	11.1224	1.54945	1.51641	3.08523	0.650717	0	9.28411	0	0	0	0	0	0	0	0	12.2892	5.03368	16.7608	7.85639	2.80049	5.59544	6.90222	0	8.30601	0	0	0	2.47088	0	0	0
UniRef90_A0A174R5D2	0	0	0	1.1644	0.846727	1.90478	0.807089	1.08285	0.979324	1.11811	0	0	0	0	0	0	0	0	0	0	0	2.29584	1.76683	2.02586	2.17934	2.14654	0.520678	0.316546	0	0	0	0	0	0	0	0	0	0.280573	0.36925	0.894164	0.379486	0.500418	0.416487	0.404764	0	1.1809	0	0	0	0	0	0	0	0	2.6493	2.28368	2.43336	1.87563	1.7611	1.85138	1.79022	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R5J8	0	0	0	1.45365	1.33075	0.433167	2.16865	1.99869	2.07474	1.73484	0	0	0	26.0778	0	0	0	0	0	0	0	5.18516	2.17867	3.57314	4.00385	3.96746	1.01628	0.123241	0	5.14551	0	0	0	0	0	0	0	0.245609	0.608932	6.42077	0.656463	0.366921	0.803774	0	0	8.32018	0	0	0	0	0	0	0	0	1.69939	1.12502	1.90432	0.372272	0.118708	1.21812	1.07075	0	5.58273	0	0	0	0	0	0	0
UniRef90_A0A174R5N0	0	0	0	0.87263	1.1355	2.38729	1.1024	0.79573	1.54271	0.253688	0	0	0	0	20.5219	0	0	0	0	0	0	1.80904	0.761281	0.287888	0.271232	0.585344	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57719	2.09285	2.11545	3.21243	1.44824	3.36116	4.0309	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R5Y5	0	0	0	0.514997	0.783872	1.13492	0.781225	0.962769	0.607366	0.531256	0	0	0	0	0	0	0	0	0	0	0	0.569776	0.322772	0.226684	0.317188	0.172838	0	0	0	2.47147	0	0	0	0	0	0	0	0	0	0.22645	0.0605442	0.117492	0	0	0	0	0	0	0	0	0	0	0	0	1.74364	0.974351	1.49926	1.48218	1.07079	2.25689	2.01304	0	2.68147	0	6.25345	0	0	0	0	0
UniRef90_A0A174R674	0	0	0	6.28034	3.14998	2.73991	4.2266	6.62789	5.81229	6.17667	4.71616	0	6.97881	0	2.71036	0	0	0	0	0	0	7.35045	4.25288	5.56665	6.94467	4.89813	0.754895	0.241748	0	3.0642	0	0	0	0	0	0	0	0.58471	0.695413	8.82961	0.813552	1.02277	1.27081	0.501568	0	9.73839	0	0	0	0	0	0	0	0	6.91989	3.36427	10.0532	4.4388	2.19849	4.2047	4.95826	0	0	2.75959	0	0	2.22829	0	0	0
UniRef90_A0A174R6N8	0	0	0	0	0	0	0.612442	0.804196	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7997	0	0	0.135616	0	0	0	0	0	0	0	0	0	0	0	0	0.214031	0	0.232186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102269	0.207624	0.24353	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274097	0.235586	0	0.226026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301716	0.265375	0.653155	0	0	0	0	0	0	0	0	0
UniRef90_A0A174R798	0	0	0	11.7612	6.42524	6.45371	7.84728	12.2088	10.7394	11.0214	11.8569	0	9.19319	16.2155	0	0	0	0	10.8775	0	0	18.1381	12.0688	13.993	16.2701	12.2267	1.52237	0.524533	0	5.21977	11.3978	0	0	0	0	0	0	0.827933	0.744331	11.9841	1.48666	0.92794	2.08869	1.13478	0	11.7137	0	0	0	0	0	0	0	0	16.5668	10.988	25.2892	11.6209	7.11894	11.5675	10.4606	4.94574	0	0	7.02821	11.5744	4.48257	0	0	0
