Gene	O1_E_1cm	O1_E_5cm	O1_K_1	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O1_S_1	O1_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O1_Tg_F_Th	O2_E_1cm	O2_E_5cm	O2_K_1	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	O2_S_1	O2_S_3	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	O2_Tg_TR	Y1_E_1cm	Y1_E_5cm	Y1_K_1	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y1_S_1	Y1_S_3	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y1_Th_TG_f	Y2_E_1cm	Y2_E_5cm	Y2_K_1	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm	Y2_S_1	Y2_S_3	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	Y2_Tg_TR
UniRef90_A0A174QGU0	0	0	18.557	13.7083	7.92007	6.8771	9.88351	15.5457	13.3085	14.0799	7.19806	0	0	8.55241	12.4125	0	0	0	0	0	0	15.1529	8.19714	11.4166	14.3522	10.0621	0.820596	0.485014	0	9.36947	4.15467	0	0	0	0	0	0	0.461698	1.82735	14.4349	1.45339	2.05958	3.01475	0.990404	0	15.6972	0	0	0	0	0	0	0	6.41805	19.733	15.6951	26.0678	13.2002	8.51257	14.1108	13.503	0	2.74634	11.4485	6.40474	31.6008	1.55855	0	0	0
UniRef90_A0A174QGU1	0	0	0	31.4525	15.58	13.6569	22.3912	42.0905	32.6607	43.3897	23.4884	0	27.3377	27.9079	0	0	0	0	0	0	38.4405	37.221	23.6596	28.9743	35.9852	22.9726	3.11861	1.18701	0	33.0396	0	0	0	0	0	0	0	4.51684	4.81789	44.1265	5.72191	3.73918	6.85152	2.45731	0	42.183	0	0	0	0	0	0	0	0	38.7652	20.4852	53.1571	17.8868	9.12709	18.4059	24.4634	19.6094	17.9235	25.4802	0	0	21.3276	0	0	0
UniRef90_A0A174QGX4	0	0	8.10234	9.04142	3.30061	2.84934	6.27153	9.83792	8.73055	7.06856	9.42845	0	0	11.2024	10.8391	0	0	0	0	0	0	8.33809	5.51196	8.85294	8.93444	7.44277	1.1214	0.476475	0	4.42079	0	0	0	0	0	0	0	0.3568	0.948734	12.0914	1.91335	1.12599	1.96244	0.798503	0	12.8866	0	0	0	0	0	0	0	0	9.38577	4.29555	14.0486	5.50193	2.54857	5.32771	7.41945	0	4.79643	0	11.1857	0	0	0	0	0
UniRef90_A0A174QHG9	0	0	0	4.50217	1.73184	2.04139	3.41799	4.2001	3.98475	4.05221	0	0	0	0	10.261	0	0	0	0	14.6373	0	4.07006	3.29051	3.64343	4.65319	3.04538	0.785018	0.150354	7.13951	0	5.15179	0	0	0	0	0	0	0.149822	0.706878	2.40376	0.615129	0.908971	1.31386	0.30626	0	3.80648	0	0	0	0	0	0	0	0	4.64584	2.55834	5.19133	2.60987	1.40514	3.23863	3.46722	0	6.81093	0	7.94188	6.53954	0	0	0	0
UniRef90_A0A174QHK4	0	0	0	0	0	0.244659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111086	0	1.43598	0.790319	0	0.8492	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QHN2	0	0	15.1386	5.53862	4.26506	2.53267	3.9008	6.1806	7.20555	6.16009	0	0	0	0	0	0	0	0	0	0	0	7.42553	4.15554	3.22024	8.21054	3.90304	0.826335	0.0989172	14.4233	4.12995	0	0	0	0	0	0	0	0.394268	0.754332	5.09897	1.16136	0.785341	0.791696	0.297905	0	1.66951	0	0	0	0	0	0	0	0	6.44044	3.49755	6.58347	4.09032	2.90635	5.26	5.40904	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QHQ6	15.1373	0	23.6126	25.0243	9.91909	15.5642	13.9393	21.1916	17.7215	19.6649	30.4863	8.04444	22.4018	18.6979	23.3922	0	0	0	0	0	11.6593	43.4523	27.4198	36.7392	43.6584	33.3095	4.27167	0.837304	31.7437	28.547	21.6189	0	0	0	0	0	0	1.17281	3.33827	15.6544	4.00378	3.42902	4.00616	5.14088	0	16.164	0	0	0	0	0	0	0	10.799	59.6266	45.3715	87.5325	43.2508	29.3283	39.3009	33.1405	14.8393	7.76572	11.3099	22.497	18.6078	9.44409	0	0	0
UniRef90_A0A174QHR6	38.2114	0	79.4595	47.179	31.7501	31.2815	35.4372	54.0821	45.2786	49.1516	41.1376	3.90425	37.3413	41.9622	40.601	0	0	0	8.84282	0	15.6164	93.8311	65.2382	77.6407	86.5907	73.7319	10.5605	3.9438	35.9544	29.3553	76.7413	0	0	0	0	0	0	1.59116	3.06829	32.2897	4.41036	5.11882	5.70311	2.71417	0	27.9932	0	0	0	0	0	0	0	34.3527	62.7563	43.3929	70.6012	49.9517	31.6165	46.8136	45.4846	37.4328	19.5998	15.13	45.7087	28.2282	11.3944	0	0	0
UniRef90_A0A174QI00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05089	1.15829	1.74719	0.999114	0.779993	1.1286	1.06142	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QI29	0	0	0	0.0710942	0	0.0384058	0	0.143945	0.157877	0.101388	0	0	0	0	3.72855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323938	0.163962	0	0	0.0272812	0	0	0	0	0	0	0	0	0	0	0	6.09804	3.34673	6.07657	3.67122	1.91925	3.24154	3.53019	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QI87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854001	0.479814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QIC6	0	0	0	6.56834	6.35194	8.14659	6.19923	6.12216	5.96339	6.68033	3.78203	0	0	0	4.34787	0	0	0	0	0	0	12.6898	7.99242	7.63858	8.82757	7.58141	1.16814	0.388963	0	0	8.73184	0	0	0	0	0	0	0.443853	2.10148	12.4955	2.55504	2.09174	2.3489	1.83371	0	9.67298	0	0	0	0	0	0	0	13.7254	2.61503	1.91648	3.17789	3.40263	1.4739	2.18075	2.7421	3.15745	0	2.05137	0	5.54199	0	0	0	0
UniRef90_A0A174QIE8	0	0	0	0	0	0.97998	0	0.510084	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1747	1.2029	1.10726	3.21653	2.95486	0.548964	0	0	0	0	0	0	0	0	0	0	1.15248	2.28584	16.4456	3.7639	3.74185	5.41428	1.27452	0	0	0	0	0	0	0	0	0	0	1.03253	0	2.97856	0.630794	0	0.181232	1.00485	0	0	0	61.0914	0	0	0	0	0
UniRef90_A0A174QIS4	0	0	0	0	0	0.489318	0	6.91792	0.600615	1.03039	0	0	0	0	0	0	0	0	0	0	0	1.18543	0.310546	2.582	1.80451	0	0.139932	0	0	0	0	0	0	0	0	0	517.481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143177	0.498297	0	0.688139	10.8618	1.29031	4.5358	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QIV3	0	0	9.50853	3.92648	4.07789	3.99916	4.09016	4.67358	5.08257	4.2105	3.68826	0	0	0	4.24007	0	0	0	0	0	0	18.6034	13.9558	13.4145	15.8854	13.8309	0.811338	0.67387	0	5.18804	4.25768	0	0	0	0	0	0	0.12382	0.181753	3.99815	0.635464	0.222095	0.35195	0.547247	0	8.13335	0	0	0	0	0	0	0	0	4.32093	3.95147	5.85053	3.01487	3.54156	5.26859	5.54412	0	0	2.00051	0	0	0	0	0	0
UniRef90_A0A174QIY1	0	0	0	6.15463	3.77716	2.84979	5.80207	6.90884	6.35337	6.69441	0	0	0	0	8.27498	0	0	0	0	0	0	8.3634	5.27887	7.11652	8.15453	4.88824	0.75121	0.0606267	0	7.59378	4.15467	0	0	0	0	0	0	0.587773	0.299555	11.2615	0.77099	1.91069	1.90174	1.01697	0	12.6147	0	0	0	0	0	0	0	0	9.35206	4.4207	11.6918	4.93984	1.66218	5.70898	5.24535	0	8.05318	1.95211	6.40474	5.27383	4.79978	0	0	0
UniRef90_A0A174QIZ7	0	0	9.26603	4.48788	2.50997	1.81124	2.93853	5.16592	4.08147	4.36371	0	0	0	0	0	0	0	0	0	0	0	5.5976	3.42363	4.59008	5.56367	3.35778	0.496935	0.200761	0	2.94917	0	0	0	0	0	0	0	0.310243	0.46579	5.50477	0.750824	0.618139	0.896745	0.374195	0	7.64378	0	0	0	0	0	0	0	0	5.61203	2.91122	6.82558	3.13006	1.40696	2.74313	3.15493	0	0	1.94949	0	0	1.62887	0	0	0
UniRef90_A0A174QJC6	0	0	0	8.60875	5.17188	4.22133	7.1691	9.75639	8.459	9.8834	2.51425	0	0	5.72394	7.22604	0	0	0	0	0	0	11.8444	7.29259	8.70156	10.2273	7.69829	1.53406	0.610785	0	6.14849	5.80483	0	0	0	0	0	0	1.12698	0.857196	13.57	1.48116	1.6473	2.05106	0.714344	0	13.2843	0	0	0	0	0	0	0	13.4508	10.1963	6.23186	18.6053	7.37358	2.82572	5.86335	7.61765	7.24274	11.4603	4.73669	8.94231	12.8298	1.14148	0	0	0
UniRef90_A0A174QJE6	0	0	0	8.37709	3.49427	3.48501	5.52351	7.39369	5.84797	7.24138	5.5785	0	0	0	12.8262	0	0	0	0	0	0	12.7258	6.87452	9.26835	11.2165	8.23571	1.34876	0.419849	0	0	6.43974	0	0	0	0	0	0	0.263749	0.959466	8.68424	1.53376	1.44095	1.13399	0.524401	0	9.04149	0	0	0	0	0	0	0	0	6.66032	3.13964	9.8559	4.39337	2.09178	3.83313	4.07223	0	17.0273	4.53867	0	0	0	0	0	0
UniRef90_A0A174QJH8	0	0	8.45979	7.08258	3.60678	2.41186	5.91433	8.03016	7.18426	6.85166	13.1259	0	0	7.79778	11.3172	0	0	0	0	0	0	10.5258	6.95969	8.77125	8.64809	8.0644	2.05051	0.756753	0	6.90689	3.78808	0	0	0	0	0	0	1.22334	1.58839	13.2762	1.68101	1.75142	1.44267	0.98086	0	8.39666	17.7541	0	0	0	0	0	0	0	5.43216	2.62664	9.55649	3.70273	1.86007	2.95076	3.29649	2.73955	0	0	0	24.0424	2.97959	0	0	0
UniRef90_A0A174QJH9	0	0	0	30.288	9.82705	13.6653	17.7098	28.5864	24.3281	25.7345	31.3829	0	36.2383	24.3825	11.6602	0	0	0	0	0	0	32.2824	18.6062	23.8882	27.5497	22.3357	3.31932	1.57764	0	17.1022	11.9809	0	0	0	0	0	0	0.871057	1.90043	15.5064	1.61417	2.15399	2.68205	0.465338	0	20.7959	0	0	0	0	0	0	0	0	61.5193	52.104	77.9478	43.8714	30.9755	42.0741	38.9585	0	0	8.81438	0	15.2082	18.8476	0	0	0
UniRef90_A0A174QKT3	0	0	0	0	0	0	0	0	0	0.13494	0	0	0	0	0	0	0	0	0	0	0	1.97007	0	0.224913	0	0.143467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497382	0	0	0	0	0	0	0	0	0	0	0	0	0.536914	0	0	0	0	0	0.103675	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QL06	0	0	0	0	0	0	0.137799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.463566	0	0.194519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QL07	0	0	0	2.91504	0.800851	0.935549	1.77171	3.35544	2.03743	2.03856	0	0	0	0	0	0	0	0	0	0	0	2.04935	0.563077	2.38915	1.93737	2.35183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67168	0.274611	0	0.446893	0	0	2.26576	0	0	0	0	0	0	0	0	1.22545	1.86862	2.91946	2.49915	1.03445	2.65375	1.24504	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QL18	0	0	15.0672	12.2554	6.28163	6.72052	8.2166	12.6951	10.2563	11.9789	8.1779	0	8.03829	9.53638	17.2689	0	0	0	0	0	0	18.4479	10.4936	14.3575	16.4454	12.4925	1.27682	0.137554	14.8187	11.2941	0	0	0	0	0	0	0	0.702708	0.812376	10.3041	0.822653	0.91025	1.36939	0.83805	0	8.80252	0	0	0	0	0	0	0	0	19.8593	14.1854	28.5284	14.1705	9.70795	14.5019	13.5312	6.68532	3.56593	5.06937	8.31611	5.13577	3.14617	0	0	0
UniRef90_A0A174QLP6	0	0	0	14.8795	9.95786	5.83044	12.6776	13.9253	10.165	13.0015	0	0	0	0	0	0	0	0	0	0	0	10.0188	7.72224	17.1569	8.89037	11.524	0.713653	0	0	0	0	0	0	0	0	0	0	0.749109	2.22869	44.4241	0.768911	0.746074	1.2513	2.74205	0	6.34414	0	0	0	0	0	0	0	0	17.1559	8.96935	27.2073	6.52872	3.65772	2.9722	7.42068	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QM69	0	0	0	8.96965	4.2162	4.39613	6.3807	9.93594	7.16899	7.61119	6.99498	0	9.76957	8.01667	11.2581	0	0	0	0	0	0	12.3864	7.61463	8.4038	11.8076	8.63513	0.858841	0.397799	4.47618	9.66126	0	0	0	0	0	0	0	0.320825	0.413721	8.12826	0.860936	0.928297	1.01528	0.627258	0	8.35279	0	0	0	0	0	0	0	4.98958	15.2649	10.5295	19.501	11.7151	7.6888	10.2165	10.0681	7.00775	4.27017	3.73893	0	10.2501	0	0	0	0
UniRef90_A0A174QMQ7	0	0	0	0.109079	0	0	0	0	0.126038	0.124357	0	0	0	0	0	0	0	0	0	0	0	0.210353	0.184649	2.05635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561178	0.222633	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QMV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QMY8	0	0	0	0	0	0	0	0	0	0.226507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QN05	0	0	0	1.57516	0.729732	1.20877	1.15189	1.79515	1.69664	1.65463	6.06606	0	0	0	3.11884	0	0	0	0	0	0	3.91854	2.33809	3.64392	3.7704	2.86503	0.432739	0.0457004	0	7.47951	0	0	0	0	0	0	0	0	0	0.389114	0.0934846	0.089438	0	0	0	0	0	0	0	0	0	0	0	0	5.84023	4.82975	9.09288	4.62675	2.97439	4.52709	3.81431	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QN40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0598585	0.170839	0.153471	0.49876	0.339915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QNL7	0	0	0	13.1795	8.83918	10.4213	9.92943	13.9453	12.8848	13.6437	11.0648	3.58141	12.0028	7.888	7.17719	0	0	0	0	0	4.22528	16.7993	10.2756	12.9006	15.3898	12.1882	1.55337	0.408327	5.89036	9.0435	8.06863	0	0	0	0	0	0	0.919704	1.59346	16.9557	1.81287	1.86848	2.24516	1.35191	0	17.6541	0	0	0	0	0	0	0	0	17.4341	12.8089	25.5525	11.9018	7.65341	11.8923	10.7818	4.61849	7.88041	6.40082	8.5326	15.0967	4.17936	0	0	0
UniRef90_A0A174QNT7	41.8219	0	0	5.47564	3.28551	2.15389	3.71041	6.76872	6.12825	5.44253	7.02803	0	0	0	8.07951	0	0	0	0	0	0	6.09141	4.11194	4.91133	4.76398	4.80858	0.505738	0.293731	5.62166	0	0	0	0	0	0	0	0	0.283654	0.397698	8.37443	1.0091	0.743731	0.78822	0.537938	0	7.47759	0	0	0	0	0	0	0	6.26644	7.38798	2.44665	10.3459	2.02556	0.99872	2.68403	3.87109	2.93369	5.36293	0	0	25.7462	0	0	0	0
UniRef90_A0A174QP41	0	0	0	35.7054	13.2808	11.9325	22.5739	29.5598	22.5693	31.6725	44.628	0	0	0	0	0	0	0	0	0	0	32.082	24.7537	24.9596	42.684	17.1077	4.30855	0	0	0	51.5179	0	0	0	0	0	0	2.99644	3.08415	42.875	3.70475	1.49215	2.96994	2.77728	0	61.0624	0	0	0	0	0	0	0	0	41.402	11.2117	38.3462	17.9844	8.71076	15.2266	26.1967	0	39.1374	0	0	1307.91	20.2612	0	0	0
UniRef90_A0A174QP47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223543	0.0804044	0	0	0	0	0	0	0	0	0	0	0	0.0823197	0.244911	6.78488	0.529676	0.736984	0.343764	0.73295	0	5.98922	0	0	0	0	0	0	0	0	1.74632	0.739233	4.38452	1.08136	0.756276	0.53086	0.861303	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QP57	0	0	0	7.13409	3.45716	3.46188	6.1278	9.19002	7.13011	6.03952	0	0	0	11.6538	14.3244	0	0	0	40.5215	0	8.02604	7.69	4.64311	6.29789	7.48327	4.85543	1.45071	0.165224	7.84562	0	0	0	0	0	0	0	0	0.493918	0.892243	8.99218	0.962348	1.30503	1.42837	0.366475	0	12.0674	0	0	0	0	0	0	0	20.205	8.16818	4.72301	10.9076	5.59071	1.59147	4.05617	5.18044	4.09427	3.74227	4.21171	0	0	4.45301	0	0	0
UniRef90_A0A174QPL3	106.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361808	0.27328	0.575777	0	0.292672	0	0	0	0	0	0	0	0	0	0	0	1.3151	0.297159	10.9114	0	1.19372	1.50156	1.60076	0	37.8696	0	0	0	0	0	0	0	0	3.77915	1.79387	10.3586	3.16298	1.15859	2.08054	1.83972	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QPQ7	0	0	0	1.2492	1.7703	0.347673	3.0751	1.55775	5.9091	2.77858	0	0	0	0	0	0	0	0	0	0	0	4.09338	1.63009	1.5152	1.91825	1.15528	0.139932	0	0	0	0	0	0	0	0	0	0	0	0	4.20984	0.80938	0	0	0.351045	0	6.67804	0	0	0	0	0	0	0	0	3.02367	0.724275	4.75524	0.27034	0.241373	0.404834	1.21464	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QQ99	0	0	0	2.7693	1.61033	1.75423	2.00532	2.65683	2.32811	2.57495	3.96549	0	0	0	0	0	0	0	0	0	0	3.77223	2.38063	3.17763	3.70716	2.83013	0.343968	0.0947141	0	0	0	0	0	0	0	0	0	0.12202	0.181197	1.94179	0.199124	0.359034	0.34728	0.0644669	0	1.45982	0	0	0	0	0	0	0	0	4.88081	3.25157	7.02248	3.37112	2.18077	3.21425	3.24686	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QQL3	0	0	0	6.61237	2.4323	2.20999	3.11292	6.33971	6.45575	5.95622	29.1052	0	0	0	11.1532	0	0	0	0	0	0	7.32384	5.98842	7.76424	6.80951	5.52	2.99316	2.05694	0	0	0	0	0	0	0	0	0	0	0.645997	5.65223	1.00293	1.13533	1.46987	0.43499	0	8.27497	0	0	0	0	0	0	0	34.6016	5.28567	2.71938	3.1997	4.79153	1.37074	2.52218	2.12985	0	0	16.3573	0	0	0	0	0	0
UniRef90_A0A174QQL7	0	0	18.4085	12.1342	8.0772	7.96634	9.22308	13.6219	11.6888	12.0408	8.44444	0	6.64852	10.1808	16.4176	0	0	0	0	7.0259	7.01155	21.2873	13.9972	16.5765	19.5954	15.9113	2.48842	0.743048	11.4232	9.51676	8.24286	0	0	0	0	0	0	1.21698	2.31507	21.2848	2.75507	2.88102	3.04867	1.87411	0	26.7452	0	0	0	0	0	0	0	3.82002	22.5466	14.4967	31.8712	14.7617	10.1514	13.8009	14.4091	5.91957	8.71711	5.03489	6.3535	15.6932	4.83173	0	0	0
UniRef90_A0A174QQV2	0	0	8.08765	2.97587	2.07557	1.06812	3.17702	4.27911	3.06882	4.00321	5.29185	0	4.10605	0	0	0	0	0	0	0	0	3.71766	2.1789	3.07979	4.52471	2.54923	0.275812	0.148571	0	0	0	0	0	0	0	0	0	0.230242	0.20358	4.57806	0.628661	0.701375	0.889133	0.184437	0	5.01513	0	0	0	0	0	0	0	0	3.66673	1.3221	5.50903	2.54907	1.02061	2.1777	2.21315	0	0	2.8703	0	10.3392	1.60168	0	0	0
UniRef90_A0A174QQY6	0	0	0	34.6943	37.7761	54.9435	32.1307	33.251	35.6832	51.4925	69.2639	0	0	75.7499	0	0	0	0	0	0	0	58.1048	32.3627	46.3214	29.8576	34.1741	2.39815	0	101.993	0	0	0	0	0	0	0	0	2.14031	0	15.2248	1.09844	0.828971	1.78757	1.90567	0	0	0	0	0	0	0	0	0	0	4.75552	2.13556	5.53161	3.24408	0	0	0.14199	80.824	0	34.5803	0	0	0	0	0	0
UniRef90_A0A174QRF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15424	0	0	0	0	0	0	0	0	0	0	0	0.0577857	0	0	0	0	0	0	0	0	0	0	0.175423	0.298104	4.85952	0.424763	0.298494	0.480068	0.430316	0	11.2652	19.5511	0	0	0	0	0	0	0	1.83449	0.719554	2.60051	0.725124	0.380533	0.863959	0.290879	0	0	0	0	0	0	0	0	0
UniRef90_A0A174QRR0	0	0	4.34163	4.40422	2.73328	3.29743	3.85289	5.17102	3.67511	3.91758	1.68407	0	1.96006	4.00188	1.93603	0	0	0	0	0	0	6.33122	4.51583	6.13838	7.14434	5.42857	1.13146	0.277962	0	3.55332	5.76021	0	0	0	0	0	0	0.253367	0.308372	1.59829	0.398735	0.450354	0.60726	0.321282	0	0.957606	0	0	0	0	0	0	0	0	4.25009	3.10305	3.89365	3.60431	1.87951	3.4966	2.8473	1.40596	0	0.913442	2.99694	0	0.764574	0	0	0
UniRef90_A0A174QSF2	0	0	0	14.8141	10.6353	10.5961	12.7845	16.999	17.1707	14.4787	0	0	0	13.2562	12.8262	0	0	0	0	0	18.2592	13.3576	9.44033	11.5546	15.0693	9.97852	1.44453	0	17.8488	7.8469	0	0	0	0	0	0	0	0.832343	1.72088	15.6175	3.05107	1.94542	2.29817	2.08646	0	14.2743	0	0	0	0	0	0	0	0	15.242	10.7198	22.3084	11.3171	5.18197	10.0919	8.41919	9.31447	17.0273	6.05156	39.7094	0	8.68338	0	0	0
UniRef90_A0A174QSQ1	0	0	12.129	8.02821	4.24145	3.40548	5.68034	8.81961	7.45207	7.93635	7.0507	0	8.57644	4.28666	6.66426	0	0	0	7.76322	0	0	12.8201	7.64728	9.84393	12.0927	9.22918	1.87175	0.926977	4.51148	5.95511	6.69374	0	0	0	0	0	0	0.686478	1.27557	12.2378	1.50624	1.61653	2.00349	1.11727	0	10.6974	0	0	0	0	0	0	0	0	9.68953	5.10083	13.4588	5.65228	2.49234	5.47664	5.87006	5.49581	3.11216	3.06102	8.65362	4.59722	3.06022	0	0	0
UniRef90_A0A174QSR4	0	0	26.7566	13.6952	6.42692	6.5896	10.6696	13.0903	10.7565	11.8561	11.157	0	12.0794	38.8438	0	0	0	0	28.5849	0	0	17.8372	9.90919	11.7301	16.2158	8.93321	0.876562	0	0	0	11.9809	0	0	0	0	0	0	1.24561	1.59377	17.5827	2.54366	1.67856	2.1243	0.465338	0	9.18425	0	0	0	0	0	0	0	0	13.5671	8.61081	22.5019	7.73001	2.61052	6.96075	8.47911	0	0	0	0	21.3776	0	0	0	0
UniRef90_A0A174QST2	0	0	0	231.72	79.2206	73.5647	83.3437	115.956	105.592	168.592	0	0	519.415	1060.5	0	0	0	0	0	0	365.185	209.727	76.0023	147.622	158.527	95.326	14.2731	13.9913	0	0	0	0	0	0	0	0	0	14.9822	26.0014	337.346	50.5943	44.7644	82.1687	0	0	951.621	0	0	0	0	0	0	0	0	185.332	150.239	281.272	132.467	87.333	115.637	137.474	0	0	242.062	0	0	202.612	0	0	0
UniRef90_A0A174QSZ1	27.3783	0	0	3.14678	0.876059	1.00777	2.07647	3.14166	1.85287	2.70041	0	0	5.3548	8.98727	5.28916	0	0	0	0	0	0	4.59503	2.82914	4.05801	4.13694	3.63119	1.00163	0.542515	0	3.23584	0	0	0	0	0	0	0	0.463366	0.830489	6.10524	0.937769	1.46138	0.977047	0.466189	0	6.26171	0	0	0	0	0	0	0	0	4.00515	1.3271	2.79432	1.73197	1.05386	1.98412	1.7212	0	0	2.49549	0	0	0	0	0	0
UniRef90_A0A174QTL3	0	0	0	21.4104	10.1734	6.67521	15.2759	22.0008	23.305	22.6596	16.5289	0	0	18.9375	19.0018	0	0	0	0	52.276	0	21.3997	16.3012	19.5579	22.1601	18.3856	2.31276	0.536979	0	0	18.3992	0	0	0	0	0	0	1.99793	2.31358	29.1141	2.95363	3.61816	3.46457	2.1527	0	22.7416	0	0	0	0	0	0	0	29.4755	26.2937	11.5744	38.6522	17.8434	4.63399	14.6185	13.9537	26.6128	0	8.64508	56.7277	16.7681	14.7403	0	0	0
UniRef90_A0A174QTT2	0	0	0	3.62979	1.10903	1.43681	2.24172	3.63755	3.21339	3.08398	0	0	0	0	0	0	0	0	0	0	0	4.07176	2.25744	2.5389	3.85887	2.23279	0.27554	0	0	0	0	0	0	0	0	0	0	0.168339	0.333194	5.46227	0.64025	0.662695	0.562382	0.149884	0	5.34619	0	0	0	0	0	0	0	0	2.73736	1.61239	5.60096	1.90331	0.972046	2.11334	2.37475	0	0	4.0797	0	0	2.27654	0	0	0
UniRef90_A0A174QU47	0	0	0	8.66549	5.11934	4.15825	5.50493	11.0454	8.93861	10.0395	3.88069	0	13.55	0	8.92258	0	0	0	0	0	0	11.0222	6.59473	8.12069	9.51239	6.8864	1.2617	0.261486	0	8.18807	4.47982	0	0	0	0	0	0	0.778965	0.645997	11.6525	1.87213	1.46054	1.157	0.730037	0	11.0333	0	0	0	0	0	0	0	0	8.99448	3.5674	11.2656	4.93346	3.0645	4.97121	6.19143	0	2.96127	2.10489	20.718	5.68656	0	0	0	0
UniRef90_A0A174QUN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
