Phylum	Y2_SI_1cm	O1_S_6	Y2_B_RL_L_MG_1	Y1_LI_37cm	Y2_B_LL_L_MG_1	Y2_NC_Air__MG_2	Y2_LI_10cm	Y1_S_1	Y1_S_6	O1_SI_81cm	O1_SI_1cm	O1_LI_37cm	O1_SI_201cm	O1_LI_55cm	Y1_LI_28cm	Y1_LI_19cm	O1_B_RA_L_MG_1	Y2_LI_28cm	O1_SI_41cm	Y1_SI_137cm	O2_B_RL_L_MG_1	Y2_SI_113cm	O2_SI_145cm	Y2_SI_57cm	Y1_LI_55cm	Y1_LI_1cm	O2_LI_55cm	O2_S_6	Y2_B_N_L_MG_1	O1_B_N_L_MG_1	O2_SI_121cm	Y1_B_RA_L_MG_1	Y1_B_LL_L_MG_1	Y2_SI_169cm	Y2_B_RA_L_MG_1	O2_SI_97cm	O1_LI_28cm	Y1_SI_85cm	O1_LI_10cm	Y2_S_6	Y2_LI_55cm	O2_B_RA_L_MG_1	O2_LI_37cm	O1_B_LA_L_MG_1	Y1_LI_46cm	O1_LI_46cm	Y1_SI_29cm	O1_SI_161cm	O2_SI_25cm	O2_B_N_L_MG_1	Y2_LI_46cm	O2_B_LL_L_MG_1	Y2_SI_29cm	Y2_SI_85cm	Y2_NC_scissors__MG_2	O1_S_1	Y2_B_LA_L_MG_1	O2_SI_73cm	Y2_LI_37cm	Y1_SI_1cm	Y2_LI_19cm	O2_LI_10cm	Y2_Lip_Upper	Y2_NC_forceps__MG_2	O1_SI_121cm	O2_LI_19cm	O2_Rshoulder	O1_LI_1cm	Y2_S_1	O2_SI_49cm	O2_LI_1cm	Y1_LI_10cm	O2_SI_1cm	O2_LI_46cm	O2_Lip_Upper	O2_S_1	O1_LI_19cm	Y1_SI_113cm	Y1_B_N_L_MG_1	Y2_SI_141cm	Y1_B_RL_L_MG_1	Y2_Right_Leg	O2_Right_Leg	O1_B_LL_L_MG_1	O2_B_LA_L_MG_1	Y2_Rshoulder	O1_B_RL_L_MG_1	O2_LI_28cm	Y1_SI_57cm	Y2_LI_1cm	Y1_B_LA_L_MG_1
Actinomycetota	0	0	0	8.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75E-06	0	1.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22E-06	0	0	0	0	1.30E-05	0	0	0	0	1.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14E-06	0	0	0	4.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	4.73E-05	0	0	8.37E-05	0	0	0	0	5.42E-05	0	0	5.35E-05	0	0	9.58E-05	0	0	0	0	0.00028417	0	3.25E-05	0	0.000221128	0.000240756	0	0	0	0	0	0	0	0	3.28E-05	0	2.32E-05	0	0.000262996	0	0.000343383	0	5.56E-05	4.66E-05	0	0	0	0	0.000210239	0	0	0	0	0	0	0	0.000101123	0	7.03E-05	0.000150573	0	0	0	0.000286578	0	0	0	0	0.000288161	0	0.000480188	0.000333114	1.17E-05	0	1.95E-05	0	0	0	0	6.81E-05	0	0	0	0	0	0.000253413	0	8.17E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	0	0	0	0	0	3.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07E-05	0	1.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46E-05	0	1.51E-05	0	0	0	0	0	0	0	0	0	5.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15E-06	0	0	0	0	0	8.84E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49E-05	0	0	0	0	8.33E-06	0	0	0	0	0	2.72E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	9.08E-05	0	0	0.000126091	0	0	0	0	0.000611817	0	0.000123711	0.00023112	0.000144544	0	0.000114888	0	0.001715136	0	0	0.000178237	0	0	0.00015526	0.000187012	0.000396321	0	0	0	0	0	0	0	0	0.000300467	0	0.000359246	0	0.000263498	0	0.00041902	0	0.000139813	0.000464459	0	0	0	0	0.000264076	0	0	0	0	0	0	0	0.000178156	0	4.18E-05	0.000240483	0	0	0	0.000395619	0	0.000822486	0	0	0.000317442	0	0.000618417	0.000257283	0	0	0.000274091	0	0	0	0	0.000224261	0	0	0	0	0	0.000396792	0	0.000169016	0
Actinomycetota	0	0	0	6.79E-06	0	0	1.49E-05	0	0	0	0	0	0	0	0	3.91E-05	0	1.08E-05	0	0.00071464	0	0	0	0	0	5.18E-05	0	0	0	0	0	0	0	0	0	0	5.59E-06	0	6.53E-06	0	1.34E-05	0	5.25E-06	0	0	0	0	0	0	0	1.35E-05	0	0	0	0	0	0	0	9.79E-06	0	3.11E-06	0	0	0	0	0	0	0	0	0	3.45E-06	0.000320721	0	0	0	0	4.01E-06	0	0	0	0	2.44E-05	0	0	0	0	0	0	0	2.24E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0.000217515	0	7.42E-05	5.17E-05	0	0	8.71E-05	0	0	0	0	8.07E-05	0	0	0	6.53E-05	0	0	0	0	0	0	0	0	0	0.000222553	0	0.000219737	0	0.000249946	0	0.000145783	0	0	0.000486827	0	0	0	0	0.000322089	0	0	0	0	0	0	0	0.000100064	0	3.37E-05	5.42E-05	0	0	0	0.000190768	0	0.000260355	0	0	0.000117051	0	0.000161829	9.14E-05	0	0	0.000126399	0	0	0	0	7.91E-05	0	0	0	0	0	0.000434582	0	6.74E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-05	0	8.72E-05	0	1.82E-05	0	2.08E-05	0	0	8.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	0	5.38E-06	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	6.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	2.03E-05	0	1.71E-05	0	2.38E-05	0	0	4.21E-05	0	0	0	0	5.06E-05	0	0	0	0	0	0	0	0	0	4.62E-06	2.38E-05	0	0	0	2.73E-05	0	0	0	0	2.56E-05	0	5.73E-05	0	0	0	1.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0.000121737	0	0	0	0	0	1.20E-05	0	0	0	0	0	0	0	0	2.37E-05	0	0	0	0	0	0	0	0	0	3.53E-05	0	5.16E-05	0	4.99E-05	0	7.06E-05	0	2.94E-05	0.000140259	0	0	0	0	9.28E-05	0	0	0	0	0	0	0	1.85E-05	0	5.52E-06	5.20E-05	0	0	0	5.89E-05	0	0	0	0	5.04E-05	0	6.26E-05	6.43E-05	0	0	6.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.75E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83E-06	0	8.23E-06	0	0	0	3.88E-06	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56E-07	0	0	0	0	0	0	0	0	0	4.88E-06	0	0	0	0	0	4.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59E-06	0	1.14E-05	0	1.42E-05	0	7.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56E-06	0	0	0	0	0	0	0	0	0	6.23E-06	0	0	0	0	0	5.37E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10E-05	0	9.74E-06	0	1.62E-05	0	1.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-05	0	5.51E-06	0	0	0	0	1.37E-05	0	0	0	0	5.56E-06	0	0	0	0	0	2.91E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	2.15E-05	0	0	0	0	0	0	0	0	0	0	0.000469133	0	0	0	1.06E-05	0	0	0	0	0	0	0	0	0	2.68E-06	0	6.01E-06	0	0	0	1.67E-06	0	0	3.89E-05	0	0	0	0	0	0	0	0	0	0.000992728	0	0	0	0	0	0	0.000147565	0	0	0	0	0	0	0.000651572	6.08E-06	0	0	0	0.000395334	0	6.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	2.38E-05	0	0	0.000154422	0	0	0	0	0.000511563	0	7.98E-05	6.30E-05	4.46E-05	0	0.000199557	0.000242376	0.000768238	0	0	0.000236248	0	0	7.88E-05	0.00020511	0.00036669	0	0	0.000648576	0	0	0	0	0	0.000277332	0	0.000461763	0	0.000443608	0	0.000434542	0	4.83E-05	0.000714188	0	0	0	0	0.00032673	0	0	0	0	0	0	0.000782553	0.000224747	0	0.000134165	0.000226401	0	0	0	0.000403727	0	0.000738167	0	0.000814465	0.000420003	0.000745206	0.000700295	0.000279626	3.70E-06	0	0.000319654	0	0	0	0	0.000189453	0	0	0	0	0	0.000216735	0	0.000235537	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	5.85E-05	0	0	0	0	0	0	0	0	0	0	2.72E-05	0	0	0	0	0	0	0	0	6.07E-05	0	0	0	0	0	0	0	0	0	3.50E-05	0	8.78E-05	0	4.30E-05	0	1.00E-04	0	0	0.00011026	0	0	0	0	6.73E-05	0	0	0	0	0	0	0	3.44E-05	0	1.43E-05	7.47E-05	0	0	0	7.17E-05	0	0.000436391	0	0	0.000101359	0	0.000240817	0	0	0	5.33E-05	0	0	0	0	5.72E-05	0	0	0	0	0	0.000184503	0	3.15E-05	0
Actinomycetota	0	0	0	0	0	0	0.000100872	0	0	0	0	0.000163807	0	0	0	0	0	5.79E-05	0	0	0	0	0.000200096	0	0	0	0.000138335	0.000577814	0	0	0	0	0	0	0	0	8.79E-05	0	0.000199491	0	7.24E-05	0	0.000249597	0	0	0.000292886	0	0	0	0	8.03E-05	0	0	0	0	0	0	0	6.72E-05	0	2.98E-05	0.000140282	0	0	0	0.000285084	0	0.000412723	0	0	0.000225693	0	0.00034196	0.000337854	0	0	0.000164584	0	0	0	0	0	0	0	0	0	0	0.000118926	0	4.97E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	4.52E-05	0	0	0	0	0	1.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.16E-06	0	2.51E-05	0	9.54E-06	0	2.24E-05	0	0	1.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50E-06	0	0	0	0	2.71E-05	0	0	0	0	3.10E-05	0	5.49E-05	0	0	0	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.72E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-05	0	0	0	0	0	0	0	0	0	9.97E-06	0	0	0	0	0	8.42E-05	0	5.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33E-05	0	0	0	4.48E-05	0	0	0	0	5.45E-05	0	5.15E-05	0	0	0	3.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.32E-06	0	7.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	2.60E-05	0	0	0	0	0	3.49E-06	0	0	0	0	6.31E-05	0	0	0	4.87E-05	0	0	0	0	0	0	0	0	0	1.29E-05	0	0	0	5.38E-06	0	7.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	0	0	5.61E-05	0	0	0	0	6.96E-05	0	8.14E-05	3.52E-05	1.47E-05	0	3.37E-06	0	0	0	0	0	0	0	0	0	0	7.22E-05	0	7.05E-06	0
Actinomycetota	0	0	0	9.15E-05	0	0	4.89E-05	0	0	0	0	0.000168731	0	6.87E-05	0.000150001	0.000102159	0	7.66E-05	0	0.000602977	0	0	0.000173192	0	2.13E-05	9.00E-05	0.000166626	0	0	0	0	0	0	0	0	0	7.87E-05	0	6.16E-05	0	0.00013666	0	0.000160946	0	9.64E-05	0.000201573	0	0	0	0	0.000155475	0	0	0	0	0	0	0	0.000116741	0	4.49E-05	0.000145698	0	0	0	0.000128032	0	0.000136095	0	0	0.000146483	0	0.000384343	0.000305355	1.30E-05	0	5.03E-05	0	0	0	0	9.25E-05	0	0	0	0	0	0	0	6.76E-05	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	4.14E-06	0	9.89E-06	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88E-06	0	0	0	0	9.18E-06	0	0	0	0	7.43E-06	0	0	0	0	0	2.72E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85E-05	0	0	8.62E-06	0	0	0	0	0	0	0	0	3.35E-05	0	0	0	0	0	0	0	0	0	8.57E-06	0	1.87E-05	0	2.43E-05	0	3.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42E-06	0	0	0	0	3.54E-05	0	0	0	0	3.73E-05	0	0	0	0	0	1.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-06	0	0	0	2.51E-06	0	4.36E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	7.88E-06	0	1.01E-05	0	9.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-05	0	3.27E-06	0	0	0	0	1.60E-05	0	0	0	0	1.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0.000125765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016630595	0	0	0	0	0	0	0	0	0	0	0	0.000604351	0	0	0	0	0	0	4.92E-05	0	0	0	0	0	0	0	0	0
Actinomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234798	0	0	0	4.33E-05	0	0	0	0	0	0.039644669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078066896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013159779	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-06	0	0	0	0	0	0.002555591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002645914	0	0	0.000747664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106412	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-05	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	4.25E-05	0	1.41E-05	0	0	0	1.43E-05	0	7.59E-05	0	0	0	0.008138285	0	0	0	5.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006536965	0	0	0.004141663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343104	0	0	0	0.00031667	0	6.56E-05	0	0	0
Bacillota	0	0.000304363	0	0	0	0	0	0	0	0.014685636	0	0.00021483	0	0.000101493	0	0	0	0.000110897	0	0.000397518	0	0	0	0.048160163	0	0	0	0.000644485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58E-06	0.008825526	0	0	0	1.35E-05	0	0.000741675	0	0	0	0	0.000247122	0	0.051984436	0	0	0.026261682	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0.000430496	0	0	0	0	0	0.002352003	0	0	0	0.000384528	0	0.000285646	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0.000748045	0	0	0.000869558	0	0	0	0	0.002092797	0	0.00056503	0.000875083	0.001193303	0	0.001121085	0	0	0	0	0.002629836	0	0	0.002636473	0.002829734	0	0	0	0	0	0	0	0	0	0.000691145	0	0.003125858	0	0.001380298	0	0.006385596	0	0.001053426	0.001905467	0	0	0	0	0.001595592	0	0	0	0	0	0	0	0.001176943	0	0.000922193	0.003934929	0	0	0	0.010269866	0	0.005989654	0	0	0.006590008	0.008951901	0.005052332	0.003582332	0	0	0.003200232	0	0	0	0	0	0	0	0	0	0	0.002846454	0	0.001387736	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000415838	0	0	0	0	0	0	0	0	0	7.69E-05	0	0.000319395	0	0.000114003	0	0.000873322	0	0	0.000465512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.28E-05	0	0	0	0	0.001359485	0	0	0	0	0.00061694	0	0.000950744	0	0	0	0.000257393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001447948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0.000709385	0	0.001533508	0	0	0	0.000128714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001558048	0	0.00134112	0	0.000164695	0	0	0	0	0.001363379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108262	0	0	0	0	0	0	0.003042904	0	0	0	0	0	0	0	0	0.001178818	0	0	0	0	0	0	0	0	0	0	0	0	0.000167208	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014873	0	0	0	0	0.000117727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74E-05	0	0	0	2.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00872641	1.87E-05	0	0	0	0.001259216	0	1.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001573025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014476	0	0	0	2.86E-05	0	0	0.000259202	0	0	0	0	0	0	0	0	0	0.032136673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22E-05	0	0	0	7.99E-05	0	6.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34E-05	0	0	0	0	0	0	0.00029157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000428379	0	1.55E-05	0	0	0	0.000180802	0	6.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39E-05	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0.002342984	0	0.001788504	0	0	0	0	0	0	0	0	0.000432981	0	0	0	0.000277502	0	0	0	0	0	0	0	0	0	0.001810671	0	0.003926096	0	5.06E-05	0	0.000762403	0	0	0.004382232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-05	0.000548128	0	0	0	0.000797212	0	0.009088771	0	0	0.00066334	0	0.000503788	0.000396758	0	0	0.00355367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota	0	0	0	0.000305797	0	0	0.000526156	0	0	0	0	0	0	0	0	0	0	0.000535028	0	0.001442679	0	0	0	0	0	0.000299345	0.0004019	0.002040869	0	0	0	0	0	0	0	0	0.000293299	0	0.000684301	0	0.000327167	0	0.000636799	0	0.000198326	0.000506037	0	0	0	0	0.000217665	0	0	0	0	0	0	0	0.000486025	0	0.000457103	0.000228025	0	0	0	0.000383882	0	0.000621303	0	0	0.000694499	0	0.000360262	0.000347332	0	0	0.000583908	0	0	0	0	0	0	0	0	0	0	0.000924736	0	0.000417749	0
Bacillota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93E-05	0	0.000185487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
